4.7466,8.6108,8.0459,2.171,5.7783,8.696,2.2634,9.8771,5.1788,8.9995,5.4357,7.892,0.614,0.8789,7.3954,6.7257,2.3603,1.5436,7.7047,1.6856,2.8923,9.9336,8.8066,4.5653,5.2188,1.9797,2.9022,6.4607,6.3998,5.8131,3.1145,0.9881
0.4975,4.5145,8.7484,5.5418,7.3848,6.6622,2.9275,2.1702,3.6254,1.9694,0.6437,4.0119,2.7255,4.3496,8.0791,9.5127,6.3131,4.8356,3.3969,7.1764,6.7848,8.29,9.3961,9.9243,9.4742,5.7133,0.107,9.5377,1.6523,7.4793,5.1678,7.3232
2.5255,0.6716,3.9147,7.5455,3.4284,3.5946,8.1448,6.9703,4.8733,8.6034,1.9482,2.5241,0.4645,9.0417,7.8942,7.6411,9.8276,4.6855,9.6653,7.1624,2.2195,3.3771,2.9356,9.5245,3.6045,5.4725,6.5075,8.2956,6.8878,0.6095,9.85,7.4528
2.3627,8.5983,4.8501,4.7073,8.2644,4.056,7.7888,0.1716,0.957,5.1814,0.0398,9.8877,9.609,8.5637,8.3143,9.1245,0.8429,3.2539,2.5167,5.4755,8.2846,4.494,9.43,6.9829,1.4192,5.8577,5.1424,0.6549,1.0636,7.2511,4.2375,8.7229
0.4767,8.2468,0.6562,9.8531,9.0817,6.5098,2.4202,8.9806,6.3836,2.8285,1.9199,0.953,5.5293,3.0637,4.8694,8.138,8.9551,1.8656,3.4048,9.3083,5.0483,9.4087,3.2857,7.5388,9.6058,9.7037,3.801,1.01,3.8278,1.4477,5.8341,3.8582
1.8359,9.7693,5.7574,4.7607,2.3635,6.1497,6.3779,7.2129,8.9135,2.7459,8.5301,0.0124,1.8665,8.6126,7.6831,8.5033,1.5496,1.2365,7.7998,6.2549,8.1843,8.6311,7.7933,5.2379,2.2491,6.6478,9.8498,6.8064,4.4184,6.9275,0.3172,9.4814
0.359,1.8404,2.639,0.561,8.8522,7.3239,4.2128,4.4437,2.5833,2.2112,6.1057,7.0099,6.2063,2.0532,5.0991,8.7312,6.068,3.3081,2.2986,8.3263,1.5574,9.0901,2.4788,8.7915,5.2302,5.9371,9.935,4.0548,5.3451,9.9703,7.168,0.4621
5.1979,8.4797,6.0036,9.7573,2.9967,9.1519,0.4171,0.1241,8.0896,4.2352,4.752,6.0421,3.378,4.1316,7.0257,2.2911,2.8145,7.5495,8.6725,6.6854,9.7827,5.5863,9.0246,4.837,5.3707,4.2225,9.2694,7.6606,1.1756,3.0393,3.7456,2.5352
8.3832,3.8744,8.608,2.0195,2.8308,0.0243,3.3738,4.7843,1.4491,0.3829,9.2292,0.9716,6.7329,6.0254,0.7455,1.089,9.966,2.009,9.2515,8.3538,9.7074,8.4753,9.198,5.6194,9.352,6.3019,5.6359,4.168,2.8244,3.4363,8.3358,2.3494
7.9285,5.8381,1.9392,0.0593,2.8307,4.909,3.8914,0.5227,3.2749,1.658,5.0631,3.2752,5.0777,7.0535,2.2532,7.1433,9.9207,5.2773,6.9186,3.2447,0.0814,8.1651,3.6539,8.3071,0.4569,7.3806,5.7811,9.5229,4.7485,9.5308,2.1113,4.7848
1.4372,3.0953,8.6509,6.6593,6.8296,3.9047,6.4111,3.9931,9.1157,4.9189,2.1133,5.5161,3.4984,5.7175,5.8363,3.1804,4.3859,6.8724,0.1491,6.8842,6.5915,4.4636,3.8458,2.8604,3.0,7.5607,2.3849,4.4359,4.4796,8.8042,5.9404,1.0512
1.9714,9.4027,0.0755,7.7981,0.5729,7.6931,5.4141,9.2397,3.1413,7.6079,5.5286,8.7568,2.7599,5.617,6.6706,4.5661,8.2692,3.6148,7.322,7.7722,6.133,1.0749,9.4864,8.3242,3.4079,8.916,8.1749,3.3097,7.7085,9.1751,4.0539,6.7461
5.7978,7.2093,9.0267,7.1914,9.4689,4.5916,2.8407,3.5311,7.7273,8.8144,5.1443,0.9697,4.7277,5.7122,4.8281,9.4562,1.8275,6.6955,4.4429,0.6428,1.0048,9.0505,7.4508,6.2777,8.7433,4.6445,2.9976,2.0383,2.7775,7.2736,8.941,4.4177
3.8829,6.8132,7.9653,7.5147,8.7136,2.4988,3.1009,7.1001,3.1025,9.6207,1.6172,7.7266,3.9892,6.6211,0.6604,4.0514,6.5773,2.2627,6.2452,8.7843,8.8219,8.7176,5.929,5.1737,3.8079,9.3444,2.7714,5.9769,5.8346,1.6934,1.4858,5.9667
3.5987,5.6585,6.6858,3.4243,1.2412,5.3597,2.3179,0.563,8.3057,3.1393,1.4665,8.537,4.1634,8.5089,5.9491,1.897,6.0552,2.1338,6.9403,5.2663,1.1878,1.5078,7.511,9.6284,1.886,6.1146,4.8604,1.9104,2.3519,4.9708,1.9624,4.2831
7.4766,1.3551,1.6833,5.6584,6.7366,5.3759,3.6357,7.0005,0.2986,8.2619,0.6579,9.3816,0.7301,0.5166,7.4965,4.5063,5.0142,8.7934,0.3266,0.8298,7.259,7.0004,3.9461,9.3794,8.2997,8.7389,9.4707,2.7905,9.1191,5.6568,0.0813,2.0363
3.0121,2.3315,5.5852,5.3468,6.8916,8.1425,2.3548,0.6185,7.1971,5.6288,1.4283,7.0644,8.2557,2.7331,5.6241,4.8522,3.3562,4.4581,3.3989,9.5338,3.4475,9.356,3.9223,1.6178,7.8402,3.3584,0.4379,4.1554,8.4446,2.7973,5.8514,3.1048
7.2413,4.8694,1.7666,1.0365,8.2512,3.297,1.808,5.0485,7.0662,2.3772,2.548,9.0555,1.0512,8.607,7.8315,1.2566,8.9634,4.0324,7.2412,4.3574,7.1368,9.6419,7.7042,4.1814,0.3779,5.4235,3.1025,6.4513,4.8384,9.5256,9.0911,2.8496
6.0208,0.0432,4.7906,9.0162,9.1024,0.6938,4.1521,7.9838,3.7862,0.3502,3.0872,0.8385,6.5367,4.7161,7.3063,9.6719,0.9235,1.5941,8.2147,0.2619,5.9534,1.9586,3.0133,1.6501,0.078,9.2036,3.3882,8.9939,5.7942,9.6414,1.1649,9.0581
6.249,2.017,3.4589,3.7131,7.2332,8.4745,7.6846,9.3446,0.8326,0.8385,3.6174,8.6242,4.6275,5.2597,0.4899,9.315,9.651,4.9935,4.179,1.1964,2.4563,3.9037,2.323,4.0943,9.9507,2.7946,9.834,1.0384,0.754,2.6496,8.764,9.4832
